SEGMENT1,DESCRIPTION,INVENTORY_ITEM_STATUS_CODE,MODEL,CATALOG,FUNCION,PACKAGING,OUTSIDEDESIGNDSG,OUTSIDEFINISHFIN,INSIDEDESIGNDSG,INSIDEFINISHFIN,ROSEOUTSIDEDESIGNDSG,ROSEOUTSIDEDESIGNDSG,ROSEOUTSIDEDESIGNDSG,ESCUTCHEONOUTSIDEDESIGNDSG,ROSEOUTSIDEFINISHFIN,ROSEINSIDEDESIGNDSG,ESCUTCHEONINSIDEDESIGNDSG,ROSEINSIDEFINISHFIN,HANDING,LATCH,LATCHFINISHFIN,STRIKE,STRIKEFINISHFIN,DOORTHICKNESS,PLANNER_CODE
194555003002,LOCK.F51A.ORB.626.16-086.10-027.134.KD.C.48-100.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,626,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
194555003019,LOCK.F51A.ACC.716.16-086.10-027.134.KD.C.48-100.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,716,,,,,,,,,,,,16-086,,10-027,,134,F51BL
FKL-SLLK*8208349,LOCK.F51A.ELA.626.16-126.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELA,626,,,,,,,,,,,,16-126,,10-027,,134,F51BL
194555003095,LOCK.F51A.ELA.626.16-126.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELA,626,,,,,,,,,,,,16-126,,10-027,,134,F51BL
194555003125,LOCK.F40.ACC.618.GRW..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,ACC,618,,,GRW.,GRW.,GRW.,,,,,,,16-080,,10-027,,134,F40BLD
194555003132,LOCK.F170.ACC.618.GRW..RH.134,ACTIVE,FKL-SLLK,LOCK,F170,,ACC,618,,,GRW.,GRW.,GRW.,,,,,,RH,,,,,134,F170BLD
194555003149,LOCK.F170.ACC.618.GRW..LH.134,ACTIVE,FKL-SLLK,LOCK,F170,,ACC,618,,,GRW.,GRW.,GRW.,,,,,,LH,,,,,134,F170BLD
194555003156,LOCK.F51A.BWE.716.619.16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,716,,619,,,,,,,,,,16-211,,10-063,,134,F51BKRT
FKL-SLLK*8208618,LOCK.F51A.ACC.625.16-086.10-027.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,625,,,,,,,,,,,,16-086,,10-027,,134,F51BL
194555003200,LOCK.F51A.BRW.626.GSN..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BRW,626,,,GSN.,GSN.,GSN.,,,,,,,16-086,,10-027,,134,F51BLD
194555003217,LOCK.F80.CF.LAT.626.16-203.10-001.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,LAT,626,,,,,,,,,,,,16-203,,10-001,,134,F51BLU
FKL-SLLK*8208745,LOCK.F51A.LAT.716.16-211.10-063.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,716,,,,,,,,,,,,16-211,,10-063,,134,F51BLT
194555003224,LOCK.F80.ORB.626.16-211.10-063.134.KA2.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,ORB,626,,,,,,,,,,,,16-211,,10-063,,134,F51BKST
194555003248,LOCK.F10.FLA.626.RH.16-080.10-027.134.DETAIL,ACTIVE,FKL-SLLK,LOCK,F10,,FLA,626,,,,,,,,,,,RH,16-080,,10-027,,134,F10BL
194555003255,LOCK.F40.FLA.626.RH.16-080.10-027.134.DETAIL,ACTIVE,FKL-SLLK,LOCK,F40,,FLA,626,,,,,,,,,,,RH,16-080,,10-027,,134,F40BL
FKL-SLLK*8329630,LOCK.F51A.LAT.622.ULD..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,622,,,ULD.,ULD.,ULD.,,,,,,,16-086,,10-027,,134,F51BLD
194555034617,LOCK.F51A.ORB.626.16-086.10-027.134.KA4.C.48-100.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,626,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
194555003354,LOCK.F51A.ACC.613.16-207.10-001.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,613,,,,,,,,,,,,16-207,,10-001,,134,F51BL
194555003361,LOCK.F51A.PLY.619.16-207.10-001.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,619,,,,,,,,,,,,16-207,,10-001,,134,F51BKS
194555003996,LOCK.F51A.SIE.619.GSN..16-211.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SIE,619,,,GSN.,GSN.,GSN.,,,,,,,16-211,,10-027,,134,F51BKRDT
194555003774,LOCK.F51A.LAT.716.626.COL..16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,716,,626,COL.,COL.,COL.,,,,,,,16-211,,10-063,,134,F51BLDT
FKL-SLLK*8214845,LOCK.F51A.GEO.619.16-211.10-027.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,619,,,,,,,,,,,,16-211,,10-027,,134,F51BKST
FKL-SLLK*8210161,LOCK.F51A.STA.605.AND..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,STA,605,,,AND.,AND.,AND.,,,,,,,16-086,,10-027,,134,F51BL
FKL-SLLK*8210207,LOCK.F51A.LAT.619.CEN..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,619,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BLD
194555003453,LOCK.F51A.MER.716.626.CEN..RH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,716,,626,CEN.,CEN.,CEN.,,,,,,RH,16-086,,10-027,,134,F51BLD
FKL-SLLK*8216916,LOCK.F51A.SIE.622.COL..16-086.10-027.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SIE,622,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BKRD
194555004122,LOCK.F40.SIE.622.ADD..16-080.10-027.134.DETAIL,ACTIVE,FKL-SLLK,LOCK,F40,,SIE,622,,,ADD.,ADD.,ADD.,,,,,,,16-080,,10-027,,134,F40BKRD
194555004139,LOCK.F10.SIE.622.ADD..16-080.10-027.134.DETAIL,ACTIVE,FKL-SLLK,LOCK,F10,,SIE,622,,,ADD.,ADD.,ADD.,,,,,,,16-080,,10-027,,134,F10BKRD
194555004146,LOCK.F170.SIE.622.ADD..134.DETAIL,ACTIVE,FKL-SLLK,LOCK,F170,,SIE,622,,,ADD.,ADD.,ADD.,,,,,,,,,,,134,F170BL
FKL-SLLK*8731060,LOCK.F51A.OFM.619.GEO.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,OFM,619,GEO,,,,,,,,,,,16-086,,10-027,,134,F51BKRD
FKL-SLLK*8780240,LOCK.F51A.AND.605.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,605,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
FKL-SLLK*8780242,LOCK.F51A.PLY.619.ADD..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,619,,,ADD.,ADD.,ADD.,,,,,,,16-086,,10-027,,134,F51BKSD
194555109308,LOCK.F10.MNH.619.WKF..RH.16-200.10-026.134,ACTIVE,FKL-SLLK,LOCK,F10,,MNH,619,,,WKF.,WKF.,WKF.,,,,,,RH,16-200,,10-026,,134,F10BLD
FKL-SLLK*8854964,LOCK.F51A.AND.619.16-086.10-027.134.MK.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,619,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
FKL-SLLK*8854966,LOCK.F51A.AND.716.16-086.10-027.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,716,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
FKL-SLLK*8647977,LOCK.F51A.PLY.619.ACC.622.LH.16-086.10-027.134.MK.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,619,ACC,622,,,,,,,,,LH,16-086,,10-027,,134,F51BKR
194555087446,LOCK.F10.PLY.619.ACC.622.RH.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,,PLY,619,ACC,622,,,,,,,,,RH,16-080,,10-027,,134,F10BKS
194555084377,LOCK.F10.ELA.619.16-200.10-001.134,ACTIVE,FKL-SLLK,LOCK,F10,,ELA,619,,,,,,,,,,,,16-200,,10-001,,134,F10BL
194555084384,LOCK.F40.JAZ.625.716.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,JAZ,625,,716,,,,,,,,,,16-080,,10-027,,134,F40BL
194555111219,LOCK.F51A.PLY.619.MER.GRW..LH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,619,MER,,GRW.,GRW.,GRW.,,,,,,LH,16-086,,10-027,,134,F51BKSD
194555111226,LOCK.F51A.PLY.619.MER.GRW..RH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,619,MER,,GRW.,GRW.,GRW.,,,,,,RH,16-086,,10-027,,134,F51BKSD
194555111202,LOCK.F51A.PLY.716.MER.GRW..LH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,716,MER,,GRW.,GRW.,GRW.,,,,,,LH,16-086,,10-027,,134,F51BKRD
FKL-SLLK*8669352,LOCK.F80.LAT.716.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,LAT,716,,,,,,,,,,,,16-086,,10-027,,134,F51BL
FKL-SLLK*8693394,LOCK.F51A.MER.619.GRW..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,619,,,GRW.,GRW.,GRW.,,,,,,,16-086,,10-027,,134,F51BLD
FKL-SLLK*8693431,LOCK.F51A.PLY.613.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,613,,,,,,,,,,,,16-086,,10-027,,134,F51BKS
FKL-SLLK*8693396,LOCK.F51A.MER.622.GRW..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,622,,,GRW.,GRW.,GRW.,,,,,,,16-086,,10-027,,134,F51BLD
194555106215,LOCK.F51A.ELR.619.16-086.10-027.134.KA3.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELR,619,,,,,,,,,,,,16-086,,10-027,,134,F51BL
194555095670,LOCK.F170.LAT.622.AND..134,ACTIVE,FKL-SLLK,LOCK,F170,,LAT,622,,,AND.,AND.,AND.,,,,,,,,,,,134,F170BLD
FKL-SLLK*8731648,LOCK.F51A.BRW.716.ADD..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BRW,716,,,ADD.,ADD.,ADD.,,,,,,,16-086,,10-027,,134,F51BLD
194555095700,LOCK.F51A.LAT.619.CEN..16-086.10-027.134.KA-0BIT.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,619,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BLD
194555084414,LOCK.F51A.AND.625.AND..16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,625,,,AND.,AND.,AND.,,,,,,,16-086,,10-027,,134,F51BKR
FKL-SLLK*8780461,LOCK.F51A.FLA.620.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,620,,,,,,,,,,,,16-086,,10-027,,134,F51BL
FKL-SLLK*8804187,LOCK.F51A.LAT.626.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,626,,,,,,,,,,,,16-086,,10-027,,134,F51BL
194555106222,LOCK.F51A.ORB.625.FLA.RH.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,625,FLA,,,,,,,,,,RH,16-086,,10-027,,134,F51BKS
194555109377,LOCK.F10.CF.ELA.619.ADD..16-203.10-025.134,ACTIVE,FKL-SLLK,LOCK,F10,,ELA,619,,,ADD.,ADD.,ADD.,,,,,,,16-203,,10-025,,134,F10BLDU
194555109391,LOCK.F51A.GEO.622.16-086.10-027.134.KA2.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,622,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
FKL-SLLK*8608688,LOCK.F51A.ELA.605.16-086.10-027.134.MK.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ELA,605,,,,,,,,,,,,16-086,,10-027,,134,F51BL
FKL-SLLK*8877090,LOCK.F80.GEO.619.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,GEO,619,,,,,,,,,,,,16-086,,10-027,,134,F51BKR
194555111271,LOCK.F80.GEO.716.16-211.10-025.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,GEO,716,,,,,,,,,,,,16-211,,10-025,,134,F51BKRT
FKL-SLLK*8669922,LOCK.F51A.LAT.622.625.COL..16-086.10-027.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,622,,625,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
FKL-SLLK*8669469,LOCK.F51A.AND.716.ADD..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,716,,,ADD.,ADD.,ADD.,,,,,,,16-086,,10-027,,134,F51BKRD
FKL-SLLK*8669489,LOCK.F51A.BRW.622.GRW..16-207.10-025.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BRW,622,,,GRW.,GRW.,GRW.,,,,,,,16-207,,10-025,,134,F51BLD
043156367795,LOCK.F10.BRW.619.CEN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,,BRW,619,,,CEN.,CEN.,CEN.,,,,,,,16-080,,10-027,,134,F10BLD
043156368198,LOCK.F40.BRW.619.CEN..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F40,,BRW,619,,,CEN.,CEN.,CEN.,,,,,,,16-080,,10-027,,134,F40BLD
194555001183,LOCK.F80.CF.LAT.626.16-204.10-025.134.KA-0BIT.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,LAT,626,,,,,,,,,,,,16-204,,10-025,,134,F51BLU
194555001190,LOCK.F80.CF.LAT.626.16-204.10-001.134.KA-0BIT.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F80,,LAT,626,,,,,,,,,,,,16-204,,10-001,,134,F51BLU
194555090897,LOCK.F51A.BWE.716.619.GSN..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,716,,619,GSN.,GSN.,GSN.,,,,,,,16-086,,10-027,,134,F51BKRD
FKL-SLLK*8669975,LOCK.F51A.ACC.619.16-086.10-027.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,619,,,,,,,,,,,,16-086,,10-027,,134,F51BL
FKL-SLLK*8669948,LOCK.F51A.LAT.716.COL..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,716,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
FKL-SLLK*8669950,LOCK.F51A.BWE.716.COL..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,716,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BKRD
FKL-SLLK*8693930,LOCK.F51A.LAT.622.COL..16-086.10-027.134.MK.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,622,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
194555093256,LOCK.F51A.PLY.622.625.16-086.10-027.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,622,,625,,,,,,,,,,16-086,,10-027,,134,F51BKR
194555093270,LOCK.F51A.PLY.716.605.CAM..16-211.10-063.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,716,,605,CAM.,CAM.,CAM.,,,,,,,16-211,,10-063,,134,F51BKRDT
FKL-SLLK*8693675,LOCK.F51A.BWE.716.GSN..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BWE,716,,,GSN.,GSN.,GSN.,,,,,,,16-086,,10-027,,134,F51BKRD
194555111301,LOCK.F10.MER.622.COL..16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,,MER,622,,,COL.,COL.,COL.,,,,,,,16-080,,10-027,,134,F10BLD
194555111318,LOCK.F170.MER.622.COL..LH.134,ACTIVE,FKL-SLLK,LOCK,F170,,MER,622,,,COL.,COL.,COL.,,,,,,LH,,,,,134,F170BLD
FKL-SLLK*8731970,LOCK.F51A.DMP.622.COL..16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,DMP,622,,,COL.,COL.,COL.,,,,,,,16-086,,10-027,,134,F51BLD
043156436798,LOCK.F51.V.VLA.609.ADD..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51,V,VLA,609,,,ADD.,ADD.,ADD.,,,,,,,16-086,,10-027,,134,F51VLD
194555106277,LOCK.F10.JAZ.625.716.16-080.10-027.134,ACTIVE,FKL-SLLK,LOCK,F10,,JAZ,625,,716,,,,,,,,,,16-080,,10-027,,134,F10BL
FKL-SLLK*8830161,LOCK.F51A.GEO.619.605.16-086.10-027.134.KA.DETAIL.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,619,,605,,,,,,,,,,16-086,,10-027,,134,F51BKR
194555106253,LOCK.F51A.ACC.619.COL..16-207.10-026.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,619,,,COL.,COL.,COL.,,,,,,,16-207,,10-026,,134,F51BLD
194555106260,LOCK.F51A.LAT.622.COL..16-207.10-026.134.KD.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,622,,,COL.,COL.,COL.,,,,,,,16-207,,10-026,,134,F51BLD
043156449361,LOCK.F51A.SIE.626.WKF..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SIE,626,,,WKF.,WKF.,WKF.,,,,,,,16-211,,10-063,,134,F51BKRDT
043156449736,LOCK.F51A.BIR.716.WKF..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,BIR,716,,,WKF.,WKF.,WKF.,,,,,,,16-211,,10-063,,134,F51BLDT
043156447992,LOCK.F51A.FLA.716.WKF..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,716,,,WKF.,WKF.,WKF.,,,,,,,16-211,,10-063,,134,F51BLDT
043156448173,LOCK.F51A.GEO.609.ADD..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,609,,,ADD.,ADD.,ADD.,,,,,,,16-211,,10-063,,134,F51BKSDT
043156448197,LOCK.F51A.GEO.609.BRK..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,609,,,BRK.,BRK.,BRK.,,,,,,,16-211,,10-063,,134,F51BKSDT
043156448296,LOCK.F51A.GEO.619.CAM..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,619,,,CAM.,CAM.,CAM.,,,,,,,16-211,,10-063,,134,F51BKSDT
043156446094,LOCK.F51A.ACC.605.CAM..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,605,,,CAM.,CAM.,CAM.,,,,,,,16-086,,10-027,,134,F51BLD
043156446193,LOCK.F51A.ACC.609.CAM..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,609,,,CAM.,CAM.,CAM.,,,,,,,16-086,,10-027,,134,F51BLD
043156449378,LOCK.F51A.SIE.716.WKF..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,SIE,716,,,WKF.,WKF.,WKF.,,,,,,,16-086,,10-027,,134,F51BKRD
043156448272,LOCK.F51A.GEO.619.BRK..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,619,,,BRK.,BRK.,BRK.,,,,,,,16-211,,10-063,,134,F51BKSDT
043156446070,LOCK.F51A.ACC.605.BRK..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,605,,,BRK.,BRK.,BRK.,,,,,,,16-086,,10-027,,134,F51BLD
043156447886,LOCK.F51A.FLA.625.WKF..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,625,,,WKF.,WKF.,WKF.,,,,,,,16-086,,10-027,,134,F51BLD
043156449934,LOCK.F51A.LAT.626.GRW..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,626,,,GRW.,GRW.,GRW.,,,,,,,16-211,,10-063,,134,F51BLDT
043156447022,LOCK.F51A.AND.716.ADD..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,716,,,ADD.,ADD.,ADD.,,,,,,,16-211,,10-063,,134,F51BKRDT
043156448746,LOCK.F51A.MER.625.CEN..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,625,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BLD
043156446650,LOCK.F51A.ACC.716.ADD..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,716,,,ADD.,ADD.,ADD.,,,,,,,16-086,,10-027,,134,F51BLD
043156448845,LOCK.F51A.MNH.605.CEN..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MNH,605,,,CEN.,CEN.,CEN.,,,,,,,16-211,,10-063,,134,F51BLDT
043156447657,LOCK.F51A.FLA.609.WKF..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,609,,,WKF.,WKF.,WKF.,,,,,,,16-086,,10-027,,134,F51BLD
043156449026,LOCK.F51A.ORB.626.CEN..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ORB,626,,,CEN.,CEN.,CEN.,,,,,,,16-211,,10-063,,134,F51BKSDT
043156447305,LOCK.F51A.CLT.609.BRK..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,CLT,609,,,BRK.,BRK.,BRK.,,,,,,,16-211,,10-063,,134,F51BLDT
043156446001,LOCK.F51A.ACC.505.CAM..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,505,,,CAM.,CAM.,CAM.,,,,,,,16-211,,10-063,,134,F51BLDT
043156446643,LOCK.F51A.ACC.626.WKF..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,626,,,WKF.,WKF.,WKF.,,,,,,,16-211,,10-063,,134,F51BLDT
043156448838,LOCK.F51A.MNH.605.CEN..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MNH,605,,,CEN.,CEN.,CEN.,,,,,,,16-086,,10-027,,134,F51BLD
043156449101,LOCK.F51A.PLY.613.CAM..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,PLY,613,,,CAM.,CAM.,CAM.,,,,,,,16-211,,10-063,,134,F51BKSDT
043156449552,LOCK.F51A.VLA.716.ADD..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,VLA,716,,,ADD.,ADD.,ADD.,,,,,,,16-086,,10-027,,134,F51BLD
043156449927,LOCK.F51A.LAT.625.GRW..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,LAT,625,,,GRW.,GRW.,GRW.,,,,,,,16-211,,10-063,,134,F51BLDT
043156447640,LOCK.F51A.FLA.609.CAM..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,609,,,CAM.,CAM.,CAM.,,,,,,,16-211,,10-063,,134,F51BLDT
043156447015,LOCK.F51A.AND.716.ADD..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,716,,,ADD.,ADD.,ADD.,,,,,,,16-086,,10-027,,134,F51BKRD
043156448739,LOCK.F51A.MER.619.CEN..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,MER,619,,,CEN.,CEN.,CEN.,,,,,,,16-211,,10-063,,134,F51BLDT
043156447299,LOCK.F51A.CLT.609.BRK..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,CLT,609,,,BRK.,BRK.,BRK.,,,,,,,16-086,,10-027,,134,F51BLD
043156448050,LOCK.F51A.GEO.505.605.CAM..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,505,,605,CAM.,CAM.,CAM.,,,,,,,16-211,,10-063,,134,F51BKSDT
043156446780,LOCK.F51A.AND.505.605.WKF..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,AND,505,,605,WKF.,WKF.,WKF.,,,,,,,16-211,,10-063,,134,F51BKRDT
043156448333,LOCK.F51A.GEO.620.ADD..16-211.10-063.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,GEO,620,,,ADD.,ADD.,ADD.,,,,,,,16-211,,10-063,,134,F51BKSDT
043156447572,LOCK.F51A.FLA.605.WKF..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,605,,,WKF.,WKF.,WKF.,,,,,,,16-086,,10-027,,134,F51BLD
043156446131,LOCK.F51A.ACC.605.WKF..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,ACC,605,,,WKF.,WKF.,WKF.,,,,,,,16-086,,10-027,,134,F51BLD
043156447947,LOCK.F51A.FLA.716.BRK..16-086.10-027.134.KA4.C.48-180.2,ACTIVE,FKL-SLLK,LOCK,F51A,,FLA,716,,,BRK.,BRK.,BRK.,,,,,,,16-086,,10-027,,134,F51BLD
