Sleep_Current,Motor_Peak_Current,
2.67E-05,0.441137373,OK
2.51E-05,0.466482658,OK
2.92E-05,0.472547525,UNLOCK POSITION CONFIRMATION Error; (1)
2.56E-05,0.536053847,OK
2.79E-05,0.500482234,OK
2.66E-05,0.492464489,OK
2.63E-05,0.467032123,OK
2.43E-05,0.481101705,OK
2.63E-05,0.462160555,OK
2.62E-05,0.472696714,OK
2.69E-05,0.471738427,OK
2.58E-05,0.467738872,OK
2.78E-05,0.47672578,OK
2.46E-05,0.480931597,OK
2.88E-05,0.477128906,OK
2.79E-05,0.465897787,OK
2.46E-05,0.524483549,OK
2.74E-05,0.470029208,OK
2.78E-05,0.456614898,OK
2.56E-05,0.481451507,OK
3.35E-05,0.442928044,OK
2.59E-05,0.468214541,OK
2.72E-05,0.479621665,OK
2.81E-05,0.446090675,OK
2.63E-05,0.443201637,OK
2.57E-05,0.47460141,OK
2.86E-05,0.498407535,OK
2.53E-05,0.447708421,OK
2.77E-05,0.454403543,OK
2.68E-05,0.448520566,OK
2.68E-05,0.462592741,OK
2.39E-05,0.45965472,OK
2.94E-05,0.504592738,OK
2.75E-05,0.482227652,Retry:PMC_DIN_WAIT_FOR_STATUS
2.68E-05,0.436630689,OK
2.76E-05,0.472839459,OK
2.61E-05,0.438507567,OK
2.60E-05,0.483526206,OK
2.54E-05,0.504146822,OK
2.64E-05,0.458864495,OK
2.60E-05,0.479154276,OK
2.62E-05,0.46533359,OK
2.55E-05,0.486196706,OK
2.75E-05,0.447144125,OK
3.18E-05,0.440190222,OK
2.54E-05,0.480132383,OK
2.78E-05,0.47257329,OK
2.71E-05,0.478797333,OK
2.63E-05,0.462629292,OK
2.74E-05,0.464635937,OK
2.58E-05,0.454748512,OK
2.64E-05,0.461061726,OK
2.59E-05,0.474342471,OK
2.67E-05,0.451660548,OK
2.58E-05,0.453262721,OK
2.69E-05,0.448565059,OK
2.64E-05,0.471017362,OK
2.89E-05,0.47723017,OK
2.52E-05,0.453868661,OK
2.91E-05,0.460998161,OK
3.00E-05,0.464170146,OK
2.60E-05,0.452133425,Retry:PMC_DIN_WAIT_FOR_STATUS
2.45E-05,0.444980255,OK
2.79E-05,0.474706853,OK
2.33E-05,0.442522055,OK
3.77E-05,0.471347983,OK
2.53E-05,0.44330389,OK
2.61E-05,0.452661973,OK
2.41E-05,0.47108925,Retry:PMC_DIN_WAIT_FOR_STATUS
2.59E-05,0.465253006,OK
2.53E-05,0.454914067,OK
2.97E-05,0.451684265,OK
2.50E-05,0.474584029,OK
2.67E-05,0.468779138,Retry:PMC_DIN_WAIT_FOR_STATUS
2.65E-05,0.477072187,OK
2.38E-05,0.449479104,OK
2.84E-05,0.482938292,Retry:PMC_DIN_WAIT_FOR_STATUS
2.51E-05,0.452424567,OK
2.56E-05,0.453959875,OK
2.92E-05,0.472922395,OK
2.62E-05,0.466572177,OK
2.82E-05,0.476048544,OK
2.71E-05,0.454634914,OK
2.71E-05,0.476549581,OK
2.48E-05,0.470132712,OK
2.70E-05,0.457385801,TEST KEYS Error Keys Found = 8
2.93E-05,0.463632112,OK
2.63E-05,0.439248312,OK
2.71E-05,0.474858637,OK
2.74E-05,0.475946589,OK
2.72E-05,0.466878941,OK
2.65E-05,0.456173433,OK
2.49E-05,0.459198571,OK
2.58E-05,0.461645097,OK
2.75E-05,0.456714157,OK
2.62E-05,0.477880787,OK
2.60E-05,0.452991367,OK
2.59E-05,0.461610442,OK
2.40E-05,0.470057173,OK
2.55E-05,0.477679175,OK
2.67E-05,0.456756847,OK
2.67E-05,0.456756847,UNLOCK POSITION CONFIRMATION Error; (1)
2.67E-05,0.456756847,UNLOCK POSITION CONFIRMATION Error; (1)
3.18E-05,0.460476757,OK
2.83E-05,0.469575154,OK
2.42E-05,0.495271297,OK
2.64E-05,0.452197734,OK
2.54E-05,0.520423623,OK
3.09E-05,0.484371353,OK
2.87E-05,0.473067635,UNLOCK POSITION CONFIRMATION Error; (1)
3.34E-05,0.456023789,UNLOCK POSITION CONFIRMATION Error; (1)
2.59E-05,0.477793013,UNLOCK POSITION CONFIRMATION Error; (1)
2.66E-05,0.547976147,OK
2.87E-05,0.460776676,OK
2.77E-05,0.478654287,OK
2.60E-05,0.527361407,OK
2.63E-05,0.471697634,UNLOCK POSITION CONFIRMATION Error; (1)
2.63E-05,0.471697634,UNLOCK POSITION CONFIRMATION Error; (1)
2.68E-05,0.47163098,OK
2.55E-05,0.462800658,UNLOCK POSITION CONFIRMATION Error; (1)
2.83E-05,0.445540307,UNLOCK POSITION CONFIRMATION Error; (1)
2.83E-05,0.465929893,OK
2.54E-05,0.460634428,Retry:PMC_DIN_WAIT_FOR_STATUS
2.54E-05,0.460634428,UNLOCK POSITION CONFIRMATION Error; (1)
2.53E-05,0.474172415,OK
3.04E-05,0.484133742,UNLOCK POSITION CONFIRMATION Error; (1)
2.66E-05,0.443206229,OK
2.87E-05,0.476701065,UNLOCK POSITION CONFIRMATION Error; (1)
2.59E-05,0.437427755,OK
2.88E-05,0.464211037,Retry:PMC_DIN_WAIT_FOR_STATUS
2.77E-05,0.475744877,UNLOCK POSITION CONFIRMATION Error; (1)
2.79E-05,0.464410105,OK
3.00E-05,0.445276482,OK
2.73E-05,0.481677037,OK
2.94E-05,0.477159614,OK
2.71E-05,0.480116506,OK
2.68E-05,0.460166746,OK
2.36E-05,0.468900216,OK
2.47E-05,0.44021559,OK
2.86E-05,0.471511151,OK
2.76E-05,0.456103275,OK
2.74E-05,0.451555949,OK
2.63E-05,0.448172562,OK
2.41E-05,0.451346947,OK
2.31E-05,0.480382878,OK
2.35E-05,0.461094873,OK
2.56E-05,0.460404105,OK
2.55E-05,0.46600189,OK
2.98E-05,0.464887674,OK
2.98E-05,0.464887674,UNLOCK POSITION CONFIRMATION Error; (1)
2.56E-05,0.45490499,OK
2.47E-05,0.488521152,OK
2.54E-05,0.465222948,OK
2.59E-05,0.455825071,OK
2.80E-05,0.457796319,OK
2.99E-05,0.493275535,OK
2.46E-05,0.468829565,OK
2.58E-05,0.477763855,UNLOCK POSITION CONFIRMATION Error; (1)
2.23E-05,0.472811849,OK
2.64E-05,0.46331047,OK
2.70E-05,0.457620267,OK
3.01E-05,0.477499779,OK
2.53E-05,0.452373444,OK
2.63E-05,0.467984119,OK
2.56E-05,0.471163245,OK
2.81E-05,0.467137074,OK
2.71E-05,0.475618706,OK
2.47E-05,0.451249285,OK
2.55E-05,0.450658324,OK
2.71E-05,0.470997033,OK
2.50E-05,0.46383682,OK
2.38E-05,0.459502838,OK
2.55E-05,0.460402658,OK
2.84E-05,0.468225729,OK
2.53E-05,0.46755483,OK
2.55E-05,0.444875553,OK
2.56E-05,0.46923394,OK
2.47E-05,0.477447206,OK
2.94E-05,0.478471598,OK
2.50E-05,0.458860702,OK
2.79E-05,0.458943334,OK
2.58E-05,0.467538954,OK
2.74E-05,0.456555936,OK
2.62E-05,0.463107111,OK
2.34E-05,0.445900497,OK
2.83E-05,0.468153079,Retry:PMC_DIN_WAIT_FOR_STATUS
2.64E-05,0.468699002,OK
2.41E-05,0.469410492,OK
2.40E-05,0.460961914,OK
2.62E-05,0.464535027,OK
2.87E-05,0.462872543,OK
3.11E-05,0.456120301,OK
2.58E-05,0.466282989,OK
2.63E-05,0.456569361,OK
2.81E-05,0.459047286,OK
2.50E-05,0.459849942,OK
2.56E-05,0.453451947,OK
2.67E-05,0.437287867,OK
2.63E-05,0.467940881,OK
2.37E-05,0.454380287,OK
2.61E-05,0.478317421,OK
2.45E-05,0.48090778,OK
2.54E-05,0.462514401,OK
2.63E-05,0.464223725,OK
2.63E-05,2.60E-05,WAIT LOCK/UNLOCK Error; (2.603180593679e-05)
2.43E-05,0.46264882,OK
2.68E-05,0.469869639,OK
2.68E-05,0.480610154,OK
2.74E-05,0.460639023,OK
2.70E-05,0.471294858,OK
2.89E-05,0.453769996,OK
2.55E-05,0.44544809,OK
2.59E-05,0.461479424,OK
2.98E-05,0.469906683,OK
2.68E-05,0.453120021,OK
2.75E-05,0.44344504,OK
2.74E-05,0.456907183,OK
2.85E-05,0.471192503,TEST KEYS Error Keys Found = 8
2.48E-05,0.463635608,TEST KEYS Error Keys Found = 0
2.78E-05,0.46041085,TEST KEYS Error Keys Found = 0
3.01E-05,0.471661536,OK
2.86E-05,0.460852316,Retry:KEYS TEST
2.88E-05,0.472072258,OK
2.93E-05,0.464929865,OK
3.36E-05,0.477841193,OK
2.79E-05,0.452367493,UNLOCK POSITION CONFIRMATION Error; (1)
2.49E-05,0.478499508,OK
2.57E-05,0.459238465,OK
2.70E-05,0.458556587,OK
2.67E-05,0.482607112,OK
2.95E-05,0.472585072,OK
2.51E-05,0.472687576,OK
2.62E-05,0.478308578,OK
2.65E-05,0.44652921,OK
2.56E-05,0.454295846,OK
2.62E-05,0.456841275,OK
2.65E-05,0.437451071,OK
2.85E-05,0.480104723,OK
2.70E-05,0.447694042,OK
2.37E-05,0.466826915,OK
2.36E-05,0.497890371,OK
2.64E-05,0.476433895,OK
2.52E-05,0.463070563,OK
2.64E-05,0.444712443,OK
2.98E-05,0.452587229,OK
2.58E-05,0.467249416,OK
2.46E-05,0.474818245,OK
2.66E-05,0.441990661,OK
2.90E-05,0.461065165,OK
2.65E-05,0.471283224,OK
2.54E-05,0.454906928,OK
2.62E-05,0.478860544,OK
2.46E-05,0.463727077,OK
2.75E-05,0.468922734,OK
2.74E-05,0.462474758,OK
2.68E-05,0.469387471,OK
2.51E-05,0.452489767,OK
2.40E-05,0.507458012,OK
2.59E-05,0.486045375,OK
2.52E-05,0.477742987,OK
2.59E-05,0.46215032,OK
2.47E-05,0.452404339,OK
2.47E-05,0.452404339,UNLOCK POSITION CONFIRMATION Error; (1)
2.98E-05,0.465879265,OK
2.58E-05,0.465944472,OK
2.71E-05,0.475539218,OK
2.48E-05,0.47740771,OK
2.69E-05,0.45893205,OK
2.76E-05,0.445906286,OK
2.83E-05,0.472477724,OK
2.99E-05,0.474353006,OK
2.80E-05,0.450069923,OK
2.81E-05,0.445924861,OK
2.58E-05,0.446111297,OK
2.64E-05,0.475461129,OK
2.55E-05,0.478140667,OK
2.44E-05,0.457530296,OK
2.38E-05,0.461643896,OK
2.48E-05,0.440451201,OK
2.84E-05,0.477405764,OK
3.04E-05,0.473661941,OK
2.73E-05,0.448215353,OK
2.67E-05,0.466269611,OK
2.78E-05,0.455978706,OK
2.58E-05,0.470155434,OK
2.86E-05,0.482110469,OK
2.64E-05,0.446325689,OK
2.72E-05,0.474836569,OK
2.66E-05,0.473131349,OK
2.47E-05,0.473276938,OK
2.31E-05,0.450211359,OK
2.50E-05,0.47570009,OK
2.49E-05,0.481515518,OK
2.55E-05,0.471968,OK
2.62E-05,0.441196742,OK
2.95E-05,0.467656636,OK
2.89E-05,0.455208797,OK
2.63E-05,0.47990985,OK
2.59E-05,0.458350928,OK
2.59E-05,0.45178567,OK
2.67E-05,0.462465024,OK
2.61E-05,0.454510991,OK
2.85E-05,0.444985198,OK
2.74E-05,0.472567397,OK
2.70E-05,0.461362141,OK
2.57E-05,0.475710975,OK
2.80E-05,0.440906505,OK
2.85E-05,0.462726701,OK
3.08E-05,0.442836373,OK
2.54E-05,0.436242891,OK
3.12E-05,0.47370558,OK
2.66E-05,0.446104517,OK
2.38E-05,0.457144545,OK
2.63E-05,0.460629985,OK
2.61E-05,0.446565299,OK
2.94E-05,0.453180086,OK
2.63E-05,0.43851486,OK
2.67E-05,0.462723904,OK
2.82E-05,0.435828645,OK
2.94E-05,0.469257506,OK
3.50E-05,0.471684956,Retry:KEYS TEST
2.85E-05,0.456892805,Retry:PMC_DIN_WAIT_FOR_STATUS
2.83E-05,0.461506686,OK
2.64E-05,0.472110448,OK
2.45E-05,0.469439602,OK
3.03E-05,0.472384458,OK
2.74E-05,0.470323839,Retry:PMC_DIN_WAIT_FOR_STATUS
2.57E-05,0.475166249,OK
2.89E-05,0.493045013,OK
2.55E-05,0.452093782,OK
2.36E-05,0.458570315,Retry:PMC_DIN_WAIT_FOR_STATUS
2.52E-05,0.479876398,OK
2.82E-05,0.44910988,OK
2.21E-05,0.465691085,OK
2.52E-05,0.473813075,OK
2.51E-05,0.477385144,OK
2.63E-05,0.494799019,OK
2.68E-05,0.467897142,OK
2.44E-05,0.454308829,OK
2.53E-05,0.45812181,OK
2.91E-05,0.460678123,OK
2.76E-05,0.447902399,OK
2.62E-05,0.464649714,OK
2.46E-05,0.441497362,OK
2.58E-05,0.491281173,OK
2.98E-05,0.460376597,OK
2.51E-05,0.470501838,OK
2.49E-05,0.433915453,OK
2.66E-05,0.456924107,OK
2.65E-05,0.487635658,OK
2.61E-05,0.467061283,OK
2.67E-05,0.479799058,OK
2.16E-05,0.459897683,OK
2.51E-05,0.458366455,OK
2.38E-05,0.446357345,OK
2.79E-05,0.448085689,OK
2.40E-05,0.440348597,OK
2.72E-05,0.463880009,OK
2.28E-05,0.462996615,OK
2.55E-05,0.448667108,OK
2.65E-05,0.466740191,OK
2.40E-05,0.478187401,OK
2.64E-05,0.500604011,OK
2.44E-05,0.485985556,OK
2.50E-05,0.470652323,OK
2.38E-05,0.449122564,OK
2.38E-05,0.471311334,OK
2.40E-05,0.458461375,OK
2.35E-05,0.449255671,OK
2.30E-05,0.51738804,OK
2.53E-05,0.453398873,OK
2.41E-05,0.45321494,OK
2.54E-05,0.465994556,OK
2.33E-05,0.484008223,OK
2.61E-05,0.449833805,OK
2.49E-05,0.454323164,OK
2.85E-05,0.441883775,OK
2.55E-05,0.455878195,OK
2.45E-05,0.472023771,OK
2.31E-05,0.47279018,OK
2.32E-05,0.456298498,OK
2.47E-05,0.454146364,OK
2.48E-05,0.443841176,OK
2.53E-05,0.468746935,OK
2.45E-05,0.459950151,OK
2.60E-05,0.472165522,OK
2.74E-05,0.46185445,OK
2.66E-05,0.463055682,OK
2.63E-05,0.482234044,OK
2.40E-05,0.470768958,OK
2.71E-05,0.468646876,OK
2.55E-05,0.481249045,OK
2.73E-05,0.472323145,OK
2.54E-05,0.474058326,OK
2.39E-05,0.45945965,OK
2.45E-05,0.474002355,OK
2.65E-05,0.452778057,OK
2.50E-05,0.446261984,OK
2.47E-05,0.46619047,OK
2.33E-05,0.479551612,OK
2.51E-05,0.46245269,OK
2.76E-05,0.476938078,OK
2.41E-05,0.458616398,OK
2.33E-05,0.470965926,OK
2.45E-05,0.465093086,OK
2.63E-05,0.460331808,OK
2.47E-05,0.458437852,OK
2.59E-05,0.463431248,OK
2.62E-05,0.47423218,OK
2.38E-05,0.455159169,OK
2.57E-05,0.47367572,OK
2.28E-05,0.474789786,OK
2.45E-05,0.440823028,OK
2.46E-05,0.445495322,OK
2.61E-05,0.477268808,OK
2.43E-05,0.478064781,OK
2.64E-05,0.436372957,OK
2.84E-05,0.473644814,OK
2.65E-05,0.470976361,OK
2.54E-05,0.469837837,OK
2.80E-05,0.466533582,OK
2.49E-05,0.462225564,OK
2.69E-05,0.452551587,OK
2.17E-05,0.481346109,OK
2.45E-05,0.464796804,OK
2.39E-05,0.463803868,OK
2.54E-05,0.452564511,OK
2.64E-05,0.478552132,OK
2.59E-05,0.46605412,OK
2.42E-05,0.470631501,OK
2.47E-05,0.481321192,OK
2.74E-05,0.446807653,OK
2.58E-05,0.473526882,OK
2.50E-05,0.44792027,OK
2.41E-05,0.461694668,OK
2.87E-05,0.458878476,OK
2.55E-05,0.46885448,OK
2.68E-05,0.460726404,OK
2.52E-05,0.450374585,OK
2.56E-05,0.45514291,OK
2.39E-05,0.477384143,OK
2.42E-05,0.463878161,OK
2.50E-05,0.46556626,OK
2.50E-05,0.45298646,OK
2.55E-05,0.450565955,OK
2.35E-05,0.44734424,OK
2.34E-05,0.46625733,OK
2.60E-05,0.457120676,OK
2.33E-05,0.470536637,OK
2.45E-05,0.463715793,OK
2.49E-05,0.451758758,OK
2.48E-05,0.477253629,OK
2.39E-05,0.451538123,OK
2.33E-05,0.468370176,OK
2.81E-05,0.457218094,OK
2.17E-05,0.465709008,OK
2.42E-05,0.447647708,OK
2.51E-05,0.468441119,OK
2.36E-05,0.486823314,OK
2.40E-05,0.461551672,Retry:PMC_DIN_WAIT_FOR_STATUS
2.51E-05,0.467279522,OK
2.44E-05,0.470543876,OK
2.30E-05,0.454949168,OK
2.65E-05,0.47673307,OK
2.43E-05,0.455336665,OK
2.85E-05,0.468229519,OK
2.73E-05,0.468930823,OK
2.33E-05,0.467655037,OK
2.92E-05,0.480660586,OK
2.52E-05,0.477591249,OK
2.55E-05,0.457845496,OK
2.38E-05,0.469596527,Retry:PMC_DIN_WAIT_FOR_STATUS
2.49E-05,0.467063681,OK
2.71E-05,0.448079598,OK
2.38E-05,0.448528974,OK
2.28E-05,0.44347235,OK
3.29E-05,0.461527507,OK
2.20E-05,0.459756777,OK
2.51E-05,0.462282183,OK
2.66E-05,0.442718084,OK
2.46E-05,0.459185489,OK
2.40E-05,0.440931568,OK
2.36E-05,0.473406453,OK
2.44E-05,0.457586614,OK
2.27E-05,0.471503211,OK
2.41E-05,0.469066628,OK
2.69E-05,0.469663232,OK
2.75E-05,0.469327707,OK
2.36E-05,0.474459305,OK
2.43E-05,0.455401627,OK
2.29E-05,0.446575136,OK
2.57E-05,0.483367181,OK
2.61E-05,0.441969742,UNLOCK POSITION CONFIRMATION Error; (1)
2.73E-05,0.456497873,OK
2.58E-05,0.472774953,OK
2.28E-05,0.4692976,OK
2.77E-05,0.440064951,OK
2.71E-05,0.46704491,OK
2.55E-05,0.446080394,OK
2.63E-05,0.468568087,OK
2.41E-05,0.438679971,OK
2.65E-05,0.472070754,OK
2.55E-05,0.474468146,OK
2.27E-05,0.449045622,OK
2.84E-05,0.470701402,OK
2.70E-05,0.45837076,OK
2.89E-05,0.459269077,OK
2.47E-05,0.457468736,OK
2.35E-05,0.472150989,OK
2.30E-05,0.483088881,OK
2.55E-05,0.458239236,OK
2.72E-05,0.452837122,OK
2.57E-05,0.471318575,OK
2.85E-05,0.457095613,OK
2.26E-05,0.470746488,OK
2.42E-05,0.433735159,OK
2.31E-05,0.451783273,OK
2.42E-05,0.473701833,OK
2.73E-05,0.466614768,Retry:KEYS TEST
2.42E-05,0.445959166,OK
2.43E-05,0.446049383,OK
2.42E-05,0.455948348,OK
2.38E-05,0.457984348,OK
3.02E-05,0.464653158,OK
2.74E-05,0.467610999,OK
2.35E-05,0.454246833,OK
2.38E-05,0.454425464,OK
2.45E-05,0.442073341,OK
2.57E-05,0.504945336,OK
2.40E-05,0.470318248,OK
2.62E-05,0.471638768,OK
3.01E-05,0.512686777,OK
2.57E-05,0.449149772,OK
2.29E-05,0.442775795,OK
2.14E-05,0.482428667,OK
2.40E-05,0.462769042,OK
2.70E-05,0.488029701,OK
2.25E-05,0.475197056,OK
2.29E-05,0.459676595,OK
2.33E-05,0.481576579,OK
2.40E-05,0.480545146,OK
2.36E-05,0.47513744,OK
2.42E-05,0.474945263,OK
2.45E-05,0.456646759,Retry:PMC_DIN_WAIT_FOR_STATUS
2.84E-05,0.471243431,OK
2.60E-05,0.460747418,OK
2.29E-05,0.465632065,UNLOCK POSITION CONFIRMATION Error; (1)
2.24E-05,0.459264178,UNLOCK POSITION CONFIRMATION Error; (1)
2.50E-05,0.462007872,OK
2.28E-05,0.44591752,OK
2.45E-05,0.479916641,UNLOCK POSITION CONFIRMATION Error; (1)
2.52E-05,0.473921875,Retry:PMC_DIN_WAIT_FOR_STATUS
2.49E-05,0.460925763,UNLOCK POSITION CONFIRMATION Error; (1)
2.64E-05,0.487288005,OK
2.31E-05,0.448169335,UNLOCK POSITION CONFIRMATION Error; (1)
2.52E-05,0.480350124,OK
2.23E-05,0.448768014,OK
2.48E-05,0.446024568,Retry:PMC_DIN_WAIT_FOR_STATUS
2.53E-05,0.465865135,OK
2.56E-05,0.462915582,OK
2.31E-05,0.452430451,OK
2.59E-05,0.46858077,OK
2.29E-05,0.480627879,OK
2.35E-05,0.433013338,OK
2.48E-05,0.483621071,OK
2.48E-05,0.4728112,OK
2.52E-05,0.456700832,OK
2.61E-05,0.464665043,OK
2.61E-05,0.464665043,UNLOCK POSITION CONFIRMATION Error; (1)
2.61E-05,0.464665043,UNLOCK POSITION CONFIRMATION Error; (1)
2.53E-05,0.445620743,OK
2.91E-05,0.508903806,Retry:PMC_DIN_WAIT_FOR_STATUS
2.47E-05,0.540892018,Retry:PMC_DIN_WAIT_FOR_STATUS
2.39E-05,0.46645744,OK
2.24E-05,0.44975268,OK
2.38E-05,0.446118498,OK
2.76E-05,0.435224544,OK
2.17E-05,0.450342524,OK
2.60E-05,0.442744686,OK
2.51E-05,0.447459875,OK
2.49E-05,0.466948494,OK
4.77E-05,0.443931198,UNLOCK POSITION CONFIRMATION Error; (1)
4.66E-05,0.471280131,Retry:PMC_DIN_WAIT_FOR_STATUS
2.36E-05,0.453359481,OK
2.54E-05,0.488803397,OK
2.47E-05,0.456321869,OK
2.64E-05,0.460123303,OK
2.77E-05,0.474887296,OK
2.28E-05,0.455248465,OK
2.32E-05,0.430071076,OK
3.26E-05,0.552217218,OK
3.26E-05,0.552217218,UNLOCK POSITION CONFIRMATION Error; (1)
2.57E-05,0.466805947,OK
2.85E-05,0.493647357,OK
2.36E-05,0.452374489,OK
3.03E-05,0.479028903,OK
2.70E-05,0.475694099,OK
2.89E-05,0.462075077,OK
2.60E-05,0.467977428,OK
2.74E-05,0.457109193,OK
2.56E-05,0.454246618,OK
2.65E-05,0.492810197,UNLOCK POSITION CONFIRMATION Error; (1)
2.52E-05,0.531734089,OK
2.65E-05,0.460667343,OK
2.25E-05,0.460684806,OK
2.62E-05,0.463344371,OK
2.28E-05,0.495790059,OK
2.78E-05,0.546743998,OK
2.38E-05,0.46289561,OK
2.73E-05,0.497424334,OK
2.56E-05,0.463515029,Retry:PMC_DIN_WAIT_FOR_STATUS
2.35E-05,0.54106632,OK
2.34E-05,0.443140024,OK
2.28E-05,0.458586342,OK
2.46E-05,0.472981659,OK
2.69E-05,0.458512459,Retry:PMC_DIN_WAIT_FOR_STATUS
2.83E-05,0.475751816,OK
2.66E-05,0.45143632,OK
2.52E-05,0.473928911,OK
2.28E-05,0.466202055,OK
2.80E-05,0.469890606,Retry:KEYS TEST
2.59E-05,0.499953736,OK
2.95E-05,0.484767639,OK
2.65E-05,0.470718828,TEST KEYS Error Keys Found = 0
2.28E-05,0.480073618,TEST KEYS Error Keys Found = 0
2.75E-05,0.500467455,TEST KEYS Error Keys Found = 0
2.36E-05,0.444520211,OK
2.31E-05,0.482171887,UNLOCK POSITION CONFIRMATION Error; (1)
2.36E-05,0.458900594,UNLOCK POSITION CONFIRMATION Error; (1)
2.39E-05,0.482885017,OK
2.62E-05,0.472428495,TEST KEYS Error Keys Found = 10
2.62E-05,0.472428495,UNLOCK POSITION CONFIRMATION Error; (1)
2.79E-05,0.465316765,OK
2.79E-05,0.465316765,UNLOCK POSITION CONFIRMATION Error; (1)
2.26E-05,0.457950946,OK
2.68E-05,0.49280805,OK
2.64E-05,0.474893838,OK
2.58E-05,0.45777365,OK
2.27E-05,0.449261524,OK
2.72E-05,0.463750297,OK
2.76E-05,0.470516067,OK
2.35E-05,0.467270236,OK
2.55E-05,0.464044225,OK
3.04E-05,0.454857398,OK
2.81E-05,0.463179112,UNLOCK POSITION CONFIRMATION Error; (1)
2.60E-05,0.485884101,UNLOCK POSITION CONFIRMATION Error; (1)
3.00E-05,0.459736955,TEST KEYS Error Keys Found = 0
2.82E-05,0.448614036,OK
2.73E-05,0.467719345,OK
2.55E-05,0.450531205,OK
2.31E-05,0.455592763,OK
2.54E-05,0.447119959,OK
2.41E-05,0.466630446,OK
2.56E-05,0.466854276,Retry:PMC_DIN_WAIT_FOR_STATUS
2.39E-05,0.452475891,OK
2.78E-05,0.465445033,OK
2.48E-05,0.51258552,OK
2.86E-05,0.457242704,OK
2.92E-05,0.453729805,OK
2.54E-05,0.45125902,OK
2.40E-05,0.465375783,OK
2.50E-05,0.48617968,OK
2.92E-05,0.448555084,OK
2.64E-05,0.484688653,OK
2.64E-05,0.484688653,UNLOCK POSITION CONFIRMATION Error; (1)
2.46E-05,0.449132668,OK
2.70E-05,0.480236685,OK
2.58E-05,0.478359108,Retry:PMC_DIN_WAIT_FOR_STATUS
2.45E-05,0.484110374,UNLOCK POSITION CONFIRMATION Error; (1)
2.50E-05,0.542549362,UNLOCK POSITION CONFIRMATION Error; (1)
2.86E-05,0.477196511,UNLOCK POSITION CONFIRMATION Error; (1)
2.86E-05,0.477196511,UNLOCK POSITION CONFIRMATION Error; (1)
2.96E-05,0.478071416,OK
2.71E-05,0.461206314,OK
2.79E-05,0.455704594,OK
2.48E-05,0.434554943,OK
2.72E-05,0.470862473,Retry:PMC_DIN_WAIT_FOR_STATUS
2.68E-05,0.445756657,OK
2.61E-05,0.467282168,OK
2.85E-05,0.453364982,OK
2.62E-05,0.458701129,OK
2.98E-05,0.465652835,OK
2.60E-05,0.445879026,OK
2.50E-05,0.483082338,OK
2.35E-05,0.4494126,OK
2.69E-05,0.474116792,OK
2.79E-05,0.44187947,OK
2.62E-05,0.465549137,OK
2.84E-05,0.462633582,OK
2.55E-05,0.475784671,OK
2.85E-05,0.471250921,OK
2.84E-05,0.456254814,OK
2.71E-05,0.474394248,OK
3.04E-05,0.467079756,OK
2.38E-05,0.48441559,OK
5.42E-05,0.471664534,Retry:KEYS TEST
3.14E-05,0.474503093,OK
2.79E-05,0.482700629,Retry:PMC_DIN_WAIT_FOR_STATUS
2.65E-05,0.472084335,OK
2.68E-05,0.456782861,OK
2.64E-05,0.467417876,OK
2.76E-05,0.442738457,OK
2.98E-05,0.447324269,OK
2.49E-05,0.450273122,OK
2.64E-05,0.482279079,OK
2.67E-05,0.47722457,OK
2.70E-05,0.479246445,OK
2.86E-05,0.454574501,OK
2.87E-05,0.45872115,OK
2.77E-05,0.446637313,Retry:PMC_DIN_WAIT_FOR_STATUS
2.83E-05,0.452837581,OK
2.53E-05,0.471648604,OK
2.53E-05,0.471648604,UNLOCK POSITION CONFIRMATION Error; (1)
2.63E-05,0.496230999,OK
2.37E-05,0.442352345,OK
2.45E-05,0.465279869,OK
2.41E-05,0.462538468,OK
2.55E-05,0.471950828,OK
2.58E-05,0.464930617,OK
2.52E-05,0.454234635,OK
2.78E-05,0.45912208,OK
2.84E-05,0.464319084,OK
2.60E-05,0.464946092,OK
2.63E-05,0.475446001,OK
2.46E-05,0.453045228,OK
2.53E-05,0.47541205,OK
2.95E-05,0.452846261,OK
2.65E-05,0.445587891,OK
2.50E-05,0.454867792,OK
2.56E-05,0.456633372,OK
2.77E-05,0.490171651,OK
2.70E-05,0.473806883,OK
2.52E-05,0.487807015,OK
2.39E-05,0.452528315,OK
2.81E-05,0.473983836,OK
2.68E-05,0.478245868,OK
2.49E-05,0.469195195,OK
3.00E-05,0.445955272,OK
2.73E-05,0.461647336,OK
2.44E-05,0.476956252,Retry:PMC_DIN_WAIT_FOR_STATUS
2.52E-05,0.47359199,OK
2.34E-05,0.465968138,OK
2.80E-05,0.465780455,OK
2.97E-05,0.470211649,UNLOCK POSITION CONFIRMATION Error; (1)
2.84E-05,0.473676269,Retry:PMC_DIN_WAIT_FOR_STATUS
2.77E-05,0.461135915,OK
2.60E-05,0.491574457,OK
2.41E-05,0.449727099,OK
2.71E-05,0.55271516,OK
2.43E-05,0.449341348,UNLOCK POSITION CONFIRMATION Error; (1)
2.40E-05,0.457440322,OK
2.59E-05,0.469935793,OK
2.63E-05,0.482888862,OK
2.72E-05,0.448237169,OK
2.64E-05,0.464410604,Retry:PMC_DIN_WAIT_FOR_STATUS
2.92E-05,0.475664398,OK
2.85E-05,0.517387939,OK
2.70E-05,0.482365557,OK
2.67E-05,0.456515146,OK
2.54E-05,0.482056696,OK
